handle,condition,week,feed_average_prop_in_network_posts
susanjos.bsky.social,representative_diversification,3.0,0.0
susanjos.bsky.social,representative_diversification,4.0,0.014
susanjos.bsky.social,representative_diversification,5.0,0.0
susanjos.bsky.social,representative_diversification,6.0,0.0
susanjos.bsky.social,representative_diversification,7.0,0.001
susanjos.bsky.social,representative_diversification,8.0,0.003
susie95.bsky.social,representative_diversification,1.0,0.0
susie95.bsky.social,representative_diversification,2.0,0.0
susie95.bsky.social,representative_diversification,3.0,0.023
susie95.bsky.social,representative_diversification,4.0,0.129
susie95.bsky.social,representative_diversification,5.0,0.11
susie95.bsky.social,representative_diversification,6.0,0.099
susie95.bsky.social,representative_diversification,7.0,0.178
susie95.bsky.social,representative_diversification,8.0,0.145
sussyb.bsky.social,engagement,1.0,0.0
sussyb.bsky.social,engagement,2.0,0.01
sussyb.bsky.social,engagement,3.0,0.032
sussyb.bsky.social,engagement,4.0,0.096
sussyb.bsky.social,engagement,5.0,0.091
sussyb.bsky.social,engagement,6.0,0.099
sussyb.bsky.social,engagement,7.0,0.094
sussyb.bsky.social,engagement,8.0,0.053
sweetjiminsuga.bsky.social,representative_diversification,1.0,0.024
sweetjiminsuga.bsky.social,representative_diversification,2.0,0.0
sweetjiminsuga.bsky.social,representative_diversification,3.0,0.017
sweetjiminsuga.bsky.social,representative_diversification,4.0,0.014
sweetjiminsuga.bsky.social,representative_diversification,5.0,0.025
sweetjiminsuga.bsky.social,representative_diversification,6.0,0.023
sweetjiminsuga.bsky.social,representative_diversification,7.0,0.06
sweetjiminsuga.bsky.social,representative_diversification,8.0,0.033
sweetnspicy.bsky.social,reverse_chronological,1.0,0.0
sweetnspicy.bsky.social,reverse_chronological,2.0,0.0
sweetnspicy.bsky.social,reverse_chronological,3.0,0.0
sweetnspicy.bsky.social,reverse_chronological,4.0,0.006
sweetnspicy.bsky.social,reverse_chronological,5.0,0.0
sweetnspicy.bsky.social,reverse_chronological,6.0,0.0
sweetnspicy.bsky.social,reverse_chronological,7.0,0.006
sweetnspicy.bsky.social,reverse_chronological,8.0,0.003
sweetwalker.bsky.social,reverse_chronological,1.0,0.0
sweetwalker.bsky.social,reverse_chronological,2.0,0.0
sweetwalker.bsky.social,reverse_chronological,3.0,0.0
sweetwalker.bsky.social,reverse_chronological,4.0,0.006
sweetwalker.bsky.social,reverse_chronological,5.0,0.0
sweetwalker.bsky.social,reverse_chronological,6.0,0.006
sweetwalker.bsky.social,reverse_chronological,7.0,0.0
sweetwalker.bsky.social,reverse_chronological,8.0,0.009
swordsjew.bsky.social,reverse_chronological,1.0,0.305
swordsjew.bsky.social,reverse_chronological,2.0,0.333
swordsjew.bsky.social,reverse_chronological,3.0,0.48
swordsjew.bsky.social,reverse_chronological,4.0,0.5
swordsjew.bsky.social,reverse_chronological,5.0,0.5
swordsjew.bsky.social,reverse_chronological,6.0,0.5
swordsjew.bsky.social,reverse_chronological,7.0,0.5
swordsjew.bsky.social,reverse_chronological,8.0,0.5
syannis.bsky.social,reverse_chronological,1.0,0.0
syannis.bsky.social,reverse_chronological,2.0,0.008
syannis.bsky.social,reverse_chronological,3.0,0.086
syannis.bsky.social,reverse_chronological,4.0,0.327
syannis.bsky.social,reverse_chronological,5.0,0.336
syannis.bsky.social,reverse_chronological,6.0,0.358
syannis.bsky.social,reverse_chronological,7.0,0.459
syannis.bsky.social,reverse_chronological,8.0,0.459
syys0.bsky.social,reverse_chronological,1.0,0.0
syys0.bsky.social,reverse_chronological,2.0,0.0
syys0.bsky.social,reverse_chronological,3.0,0.091
syys0.bsky.social,reverse_chronological,4.0,0.491
syys0.bsky.social,reverse_chronological,5.0,0.5
syys0.bsky.social,reverse_chronological,6.0,0.5
syys0.bsky.social,reverse_chronological,7.0,0.492
syys0.bsky.social,reverse_chronological,8.0,0.344
t-moorez.bsky.social,reverse_chronological,1.0,0.0
t-moorez.bsky.social,reverse_chronological,2.0,0.0
t-moorez.bsky.social,reverse_chronological,3.0,0.003
t-moorez.bsky.social,reverse_chronological,4.0,0.012
t-moorez.bsky.social,reverse_chronological,5.0,0.023
t-moorez.bsky.social,reverse_chronological,6.0,0.029
t-moorez.bsky.social,reverse_chronological,7.0,0.04
t-moorez.bsky.social,reverse_chronological,8.0,0.064
t-snoww.bsky.social,reverse_chronological,1.0,0.0
t-snoww.bsky.social,reverse_chronological,2.0,0.0
t-snoww.bsky.social,reverse_chronological,3.0,0.0
t-snoww.bsky.social,reverse_chronological,4.0,0.064
t-snoww.bsky.social,reverse_chronological,5.0,0.2
t-snoww.bsky.social,reverse_chronological,6.0,0.189
t-snoww.bsky.social,reverse_chronological,7.0,0.167
t-snoww.bsky.social,reverse_chronological,8.0,0.244
t792.bsky.social,representative_diversification,1.0,0.0
t792.bsky.social,representative_diversification,2.0,0.0
t792.bsky.social,representative_diversification,3.0,0.006
t792.bsky.social,representative_diversification,4.0,0.0
t792.bsky.social,representative_diversification,5.0,0.0
t792.bsky.social,representative_diversification,6.0,0.001
t792.bsky.social,representative_diversification,7.0,0.003
t792.bsky.social,representative_diversification,8.0,0.013
tadethompson.bsky.social,reverse_chronological,1.0,0.036
tadethompson.bsky.social,reverse_chronological,2.0,0.115
tadethompson.bsky.social,reverse_chronological,3.0,0.319
tadethompson.bsky.social,reverse_chronological,4.0,0.495
tadethompson.bsky.social,reverse_chronological,5.0,0.5
tadethompson.bsky.social,reverse_chronological,6.0,0.5
tadethompson.bsky.social,reverse_chronological,7.0,0.5
tadethompson.bsky.social,reverse_chronological,8.0,0.5
talon.is-grow.ing,engagement,1.0,0.253
talon.is-grow.ing,engagement,2.0,0.151
talon.is-grow.ing,engagement,3.0,0.493
talon.is-grow.ing,engagement,4.0,0.5
talon.is-grow.ing,engagement,5.0,0.5
talon.is-grow.ing,engagement,6.0,0.5
talon.is-grow.ing,engagement,7.0,0.479
talon.is-grow.ing,engagement,8.0,0.485
tammine.bsky.social,engagement,1.0,0.0
tammine.bsky.social,engagement,2.0,0.068
tammine.bsky.social,engagement,3.0,0.237
tammine.bsky.social,engagement,4.0,0.216
tammine.bsky.social,engagement,5.0,0.261
tammine.bsky.social,engagement,6.0,0.259
tammine.bsky.social,engagement,7.0,0.282
tammine.bsky.social,engagement,8.0,0.105
tanner90.bsky.social,engagement,1.0,0.0
tanner90.bsky.social,engagement,2.0,0.004
tanner90.bsky.social,engagement,3.0,0.01
tanner90.bsky.social,engagement,4.0,0.012
tanner90.bsky.social,engagement,5.0,0.034
tanner90.bsky.social,engagement,6.0,0.021
tanner90.bsky.social,engagement,7.0,0.044
tanner90.bsky.social,engagement,8.0,0.005
tanyapacker.bsky.social,reverse_chronological,1.0,0.0
tanyapacker.bsky.social,reverse_chronological,2.0,0.0
tanyapacker.bsky.social,reverse_chronological,3.0,0.091
tanyapacker.bsky.social,reverse_chronological,4.0,0.491
tanyapacker.bsky.social,reverse_chronological,5.0,0.5
tanyapacker.bsky.social,reverse_chronological,6.0,0.5
tanyapacker.bsky.social,reverse_chronological,7.0,0.5
tanyapacker.bsky.social,reverse_chronological,8.0,0.48
tashac.bsky.social,representative_diversification,1.0,0.0
tashac.bsky.social,representative_diversification,2.0,0.095
tashac.bsky.social,representative_diversification,3.0,0.059
tashac.bsky.social,representative_diversification,4.0,0.272
tashac.bsky.social,representative_diversification,5.0,0.293
tashac.bsky.social,representative_diversification,6.0,0.33
tashac.bsky.social,representative_diversification,7.0,0.465
tashac.bsky.social,representative_diversification,8.0,0.4
tatianshay.bsky.social,engagement,1.0,0.124
tatianshay.bsky.social,engagement,2.0,0.167
tatianshay.bsky.social,engagement,3.0,0.274
tatianshay.bsky.social,engagement,4.0,0.5
tatianshay.bsky.social,engagement,5.0,0.5
tatianshay.bsky.social,engagement,6.0,0.5
tatianshay.bsky.social,engagement,7.0,0.489
tatianshay.bsky.social,engagement,8.0,0.499
tatiolayo.bsky.social,representative_diversification,1.0,0.281
tatiolayo.bsky.social,representative_diversification,2.0,0.03
tatiolayo.bsky.social,representative_diversification,3.0,0.147
tatiolayo.bsky.social,representative_diversification,4.0,0.491
tatiolayo.bsky.social,representative_diversification,5.0,0.5
tatiolayo.bsky.social,representative_diversification,6.0,0.5
tatiolayo.bsky.social,representative_diversification,7.0,0.5
tatiolayo.bsky.social,representative_diversification,8.0,0.485
taylers.bsky.social,representative_diversification,1.0,0.0
taylers.bsky.social,representative_diversification,2.0,0.0
taylers.bsky.social,representative_diversification,3.0,0.0
taylers.bsky.social,representative_diversification,4.0,0.011
taylers.bsky.social,representative_diversification,5.0,0.031
taylers.bsky.social,representative_diversification,6.0,0.025
taylers.bsky.social,representative_diversification,7.0,0.02
taylers.bsky.social,representative_diversification,8.0,0.037
taylinjordyn.bsky.social,engagement,1.0,0.0
taylinjordyn.bsky.social,engagement,2.0,0.0
taylinjordyn.bsky.social,engagement,3.0,0.008
taylinjordyn.bsky.social,engagement,4.0,0.0
taylinjordyn.bsky.social,engagement,5.0,0.0
taylinjordyn.bsky.social,engagement,6.0,0.001
taylinjordyn.bsky.social,engagement,7.0,0.002
taylinjordyn.bsky.social,engagement,8.0,0.013
taylor33.bsky.social,reverse_chronological,1.0,0.003
taylor33.bsky.social,reverse_chronological,2.0,0.019
taylor33.bsky.social,reverse_chronological,3.0,0.033
taylor33.bsky.social,reverse_chronological,4.0,0.027
taylor33.bsky.social,reverse_chronological,5.0,0.015
taylor33.bsky.social,reverse_chronological,6.0,0.03
taylor33.bsky.social,reverse_chronological,7.0,0.038
taylor33.bsky.social,reverse_chronological,8.0,0.054
tayloreskine.bsky.social,engagement,1.0,0.0
tayloreskine.bsky.social,engagement,2.0,0.0
tayloreskine.bsky.social,engagement,3.0,0.0
tayloreskine.bsky.social,engagement,4.0,0.006
tayloreskine.bsky.social,engagement,5.0,0.0
tayloreskine.bsky.social,engagement,6.0,0.002
tayloreskine.bsky.social,engagement,7.0,0.001
tayloreskine.bsky.social,engagement,8.0,0.003
teaberryblue.bsky.social,reverse_chronological,1.0,0.168
teaberryblue.bsky.social,reverse_chronological,2.0,0.15
teaberryblue.bsky.social,reverse_chronological,3.0,0.316
teaberryblue.bsky.social,reverse_chronological,4.0,0.495
teaberryblue.bsky.social,reverse_chronological,5.0,0.5
teaberryblue.bsky.social,reverse_chronological,6.0,0.5
teaberryblue.bsky.social,reverse_chronological,7.0,0.5
teaberryblue.bsky.social,reverse_chronological,8.0,0.5
techitoki.bsky.social,representative_diversification,1.0,0.0
techitoki.bsky.social,representative_diversification,2.0,0.0
techitoki.bsky.social,representative_diversification,3.0,0.004
techitoki.bsky.social,representative_diversification,4.0,0.0
techitoki.bsky.social,representative_diversification,5.0,0.015
techitoki.bsky.social,representative_diversification,6.0,0.024
techitoki.bsky.social,representative_diversification,7.0,0.036
techitoki.bsky.social,representative_diversification,8.0,0.008
teedrop.bsky.social,reverse_chronological,1.0,0.01
teedrop.bsky.social,reverse_chronological,2.0,0.02
teedrop.bsky.social,reverse_chronological,3.0,0.07
teedrop.bsky.social,reverse_chronological,4.0,0.387
teedrop.bsky.social,reverse_chronological,5.0,0.376
teedrop.bsky.social,reverse_chronological,6.0,0.364
teedrop.bsky.social,reverse_chronological,7.0,0.414
teedrop.bsky.social,reverse_chronological,8.0,0.408
teefah.bsky.social,representative_diversification,1.0,0.011
teefah.bsky.social,representative_diversification,2.0,0.059
teefah.bsky.social,representative_diversification,3.0,0.061
teefah.bsky.social,representative_diversification,4.0,0.317
teefah.bsky.social,representative_diversification,5.0,0.364
teefah.bsky.social,representative_diversification,6.0,0.485
teefah.bsky.social,representative_diversification,7.0,0.5
teefah.bsky.social,representative_diversification,8.0,0.409
tembrooke.bsky.social,reverse_chronological,1.0,0.25
tembrooke.bsky.social,reverse_chronological,2.0,0.081
tembrooke.bsky.social,reverse_chronological,3.0,0.475
tembrooke.bsky.social,reverse_chronological,4.0,0.494
tembrooke.bsky.social,reverse_chronological,5.0,0.498
tembrooke.bsky.social,reverse_chronological,6.0,0.5
tembrooke.bsky.social,reverse_chronological,7.0,0.42
tembrooke.bsky.social,reverse_chronological,8.0,0.456
tenashy.bsky.social,representative_diversification,1.0,0.0
tenashy.bsky.social,representative_diversification,2.0,0.0
tenashy.bsky.social,representative_diversification,3.0,0.006
tenashy.bsky.social,representative_diversification,4.0,0.036
tenashy.bsky.social,representative_diversification,5.0,0.024
tenashy.bsky.social,representative_diversification,6.0,0.084
tenashy.bsky.social,representative_diversification,7.0,0.113
tenashy.bsky.social,representative_diversification,8.0,0.191
terdov.bsky.social,reverse_chronological,1.0,0.0
terdov.bsky.social,reverse_chronological,2.0,0.0
terdov.bsky.social,reverse_chronological,3.0,0.049
terdov.bsky.social,reverse_chronological,4.0,0.165
terdov.bsky.social,reverse_chronological,5.0,0.153
terdov.bsky.social,reverse_chronological,6.0,0.158
terdov.bsky.social,reverse_chronological,7.0,0.213
terdov.bsky.social,reverse_chronological,8.0,0.207
terryanderson17.bsky.social,engagement,1.0,0.0
terryanderson17.bsky.social,engagement,2.0,0.0
terryanderson17.bsky.social,engagement,3.0,0.002
terryanderson17.bsky.social,engagement,4.0,0.182
terryanderson17.bsky.social,engagement,5.0,0.472
terryanderson17.bsky.social,engagement,6.0,0.499
terryanderson17.bsky.social,engagement,7.0,0.5
terryanderson17.bsky.social,engagement,8.0,0.489
terrysteve.bsky.social,representative_diversification,1.0,0.0
terrysteve.bsky.social,representative_diversification,2.0,0.0
terrysteve.bsky.social,representative_diversification,3.0,0.16
terrysteve.bsky.social,representative_diversification,4.0,0.18
terrysteve.bsky.social,representative_diversification,5.0,0.491
terrysteve.bsky.social,representative_diversification,6.0,0.5
terrysteve.bsky.social,representative_diversification,7.0,0.5
terrysteve.bsky.social,representative_diversification,8.0,0.5
testesbsky.bsky.social,engagement,1.0,0.0
testesbsky.bsky.social,engagement,2.0,0.097
testesbsky.bsky.social,engagement,3.0,0.064
testesbsky.bsky.social,engagement,4.0,0.48
testesbsky.bsky.social,engagement,5.0,0.49
testesbsky.bsky.social,engagement,6.0,0.499
testesbsky.bsky.social,engagement,7.0,0.5
testesbsky.bsky.social,engagement,8.0,0.48
teusdon.bsky.social,representative_diversification,1.0,0.0
teusdon.bsky.social,representative_diversification,2.0,0.0
teusdon.bsky.social,representative_diversification,3.0,0.0
teusdon.bsky.social,representative_diversification,4.0,0.01
teusdon.bsky.social,representative_diversification,5.0,0.024
teusdon.bsky.social,representative_diversification,6.0,0.032
teusdon.bsky.social,representative_diversification,7.0,0.045
teusdon.bsky.social,representative_diversification,8.0,0.01
tgod75478.bsky.social,representative_diversification,1.0,0.052
tgod75478.bsky.social,representative_diversification,2.0,0.046
tgod75478.bsky.social,representative_diversification,3.0,0.208
tgod75478.bsky.social,representative_diversification,4.0,0.181
tgod75478.bsky.social,representative_diversification,5.0,0.172
tgod75478.bsky.social,representative_diversification,6.0,0.206
tgod75478.bsky.social,representative_diversification,7.0,0.256
tgod75478.bsky.social,representative_diversification,8.0,0.293
thajake.bsky.social,reverse_chronological,1.0,0.067
thajake.bsky.social,reverse_chronological,2.0,0.0
thajake.bsky.social,reverse_chronological,3.0,0.052
thajake.bsky.social,reverse_chronological,4.0,0.295
thajake.bsky.social,reverse_chronological,5.0,0.297
thajake.bsky.social,reverse_chronological,6.0,0.278
thajake.bsky.social,reverse_chronological,7.0,0.384
thajake.bsky.social,reverse_chronological,8.0,0.32
thatstoomuchcolby.bsky.social,representative_diversification,1.0,0.0
thatstoomuchcolby.bsky.social,representative_diversification,2.0,0.048
thatstoomuchcolby.bsky.social,representative_diversification,3.0,0.106
thatstoomuchcolby.bsky.social,representative_diversification,4.0,0.5
thatstoomuchcolby.bsky.social,representative_diversification,5.0,0.492
thatstoomuchcolby.bsky.social,representative_diversification,6.0,0.5
thatstoomuchcolby.bsky.social,representative_diversification,7.0,0.5
thatstoomuchcolby.bsky.social,representative_diversification,8.0,0.5
thebrandoncarter.bsky.social,reverse_chronological,1.0,0.0
thebrandoncarter.bsky.social,reverse_chronological,2.0,0.0
thebrandoncarter.bsky.social,reverse_chronological,3.0,0.04
